"species_code","alt_full_spp_code","n_locations","scientific_name","american_english_name","nom_francais_canadien","nombre_espanol_mexicano","taxonomy_version","taxonomic_sort_order"
"allhum",NA,"1127","Selasphorus sasin","Allen's Hummingbird","Colibri d'Allen","Zumbador de Allen",2021.01,4714
"y00001",NA,"32","Selasphorus rufus/sasin","Rufous/Allen's Hummingbird","Colibri roux ou C. d'Allen","Zumbador Canelo/de Allen",2021.01,4719
"brthum",NA,"225","Selasphorus platycercus","Broad-tailed Hummingbird","Colibri à queue large","Zumbador Cola Ancha",2021.01,4720
"selasp",NA,"49","Selasphorus sp.","Selasphorus sp.","Selasphorus sp.","Selasphorus sp.",2021.01,4735
"brbhum",NA,"128","Cynanthus latirostris","Broad-billed Hummingbird","Colibri circé","Colibrí Pico Ancho Norteño",2021.01,4745
"goceme1",NA,"1","Cynanthus auriceps","Golden-crowned Emerald","Émeraude couronnée","Esmeralda Occidental",2021.01,4757
"whehum",NA,"3","Basilinna leucotis","White-eared Hummingbird","Colibri à oreilles blanches","Colibrí Orejas Blancas",2021.01,4794
"mexwoo1",NA,"1","Eupherusa ridgwayi","Mexican Woodnymph","Dryade du Mexique","Ninfa Mexicana",2021.01,4884
"vichum",NA,"16","Leucolia violiceps","Violet-crowned Hummingbird","Ariane à couronne violette","Colibrí Corona Violeta",2021.01,4915
"berhum",NA,"1","Saucerottia beryllina","Berylline Hummingbird","Ariane béryl","Colibrí Berilo",2021.01,4927
"cinhum1",NA,"1","Amazilia rutila","Cinnamon Hummingbird","Ariane cannelle","Colibrí Canelo",2021.01,4970
"bubhum",NA,"48","Amazilia yucatanensis","Buff-bellied Hummingbird","Ariane du Yucatan","Colibrí Vientre Canelo",2021.01,4976
"rtlhum",NA,"1","Amazilia tzacatl","Rufous-tailed Hummingbird","Ariane à ventre gris","Colibrí Cola Canela",2021.01,4981
"whthum2",NA,"2","Leucochloris albicollis","White-throated Hummingbird","Colibri à gorge blanche","Colibrí Gargantilla",2021.01,5037
"hummin",NA,"87","Trochilidae sp.","hummingbird sp.","Colibri sp.","Colibrí sp.",2021.01,5085
"clarai11",NA,"2","Rallus crepitans","Clapper Rail","Râle tapageur","Rascón Costero del Atlántico",2021.01,5134
"rallus",NA,"1","Rallus elegans/crepitans","King/Clapper Rail","Râle élégant ou R. tapageur","Rascón Real/Costero del Atlántico",2021.01,5151
"virrai",NA,"15","Rallus limicola","Virginia Rail","Râle de Virginie","Rascón Cara Gris",2021.01,5155
"sora",NA,"4","Porzana carolina","Sora","Marouette de Caroline","Polluela Sora",2021.01,5313
"comgal1",NA,"13","Gallinula galeata","Common Gallinule","Gallinule d'Amérique","Gallineta Frente Roja",2021.01,5327
"commoo",NA,"16","Gallinula chloropus/galeata","Eurasian Moorhen/Common Gallinule","Gallinule poule-d'eau ou G. d'Amérique","Gallineta Euroasiática/Frente Roja",2021.01,5336
"y00475",NA,"18","Fulica americana","American Coot","Foulque d'Amérique","Gallareta Americana",2021.01,5359
"amecoo","y00475","95","Fulica americana (Red-shielded)","American Coot (Red-shielded)","Foulque d'Amérique (forme à cachet rouge)","Gallareta Americana (casco rojo)",2021.01,5362
"coot1",NA,"1","Fulica sp.","coot sp.","Fulica sp.","Focha sp.",2021.01,5370
"purgal2",NA,"1","Porphyrio martinica","Purple Gallinule","Talève violacée","Gallineta Morada",2021.01,5372
"limpki",NA,"21","Aramus guarauna","Limpkin","Courlan brun","Carrao",2021.01,5534
"sancra",NA,"254","Antigone canadensis","Sandhill Crane","Grue du Canada","Grulla Gris",2021.01,5561
"sancra1","sancra","1","Antigone canadensis canadensis","Sandhill Crane (canadensis)","Grue du Canada (canadensis)","Grulla Gris (canadensis)",2021.01,5562
"sancra2","sancra","1","Antigone canadensis tabida/rowani","Sandhill Crane (tabida/rowani)","Grue du Canada (tabida/rowani)","Grulla Gris (tabida/rowani)",2021.01,5563
"sancra5","sancra","20","Antigone canadensis pratensis","Sandhill Crane (pratensis)","Grue du Canada (pratensis)","Grulla Gris (pratensis)",2021.01,5567
"whocra",NA,"1","Grus americana","Whooping Crane","Grue blanche","Grulla Blanca",2021.01,5580
"bknsti",NA,"2","Himantopus mexicanus","Black-necked Stilt","Échasse d'Amérique","Monjita Americana",2021.01,5626
"pagplo",NA,"10","Pluvialis fulva","Pacific Golden-Plover","Pluvier fauve","Chorlo Dorado del Pacífico",2021.01,5669
"semplo",NA,"2","Charadrius semipalmatus","Semipalmated Plover","Pluvier semipalmé","Chorlo Semipalmeado",2021.01,5770
"killde",NA,"751","Charadrius vociferus","Killdeer","Pluvier kildir","Chorlo Tildío",2021.01,5793
"plover2",NA,"1","Charadriidae sp.","plover sp.","Pluvier sp.","Chorlo sp.",2021.01,5810
"lobcur",NA,"3","Numenius americanus","Long-billed Curlew","Courlis à long bec","Zarapito Pico Largo",2021.01,5864
"leasan",NA,"9","Calidris minutilla","Least Sandpiper","Bécasseau minuscule","Playero Diminuto",2021.01,5948
"pecsan",NA,"3","Calidris melanotos","Pectoral Sandpiper","Bécasseau à poitrine cendrée","Playero Pectoral",2021.01,5953
"semsan",NA,"1","Calidris pusilla","Semipalmated Sandpiper","Bécasseau semipalmé","Playero Semipalmeado",2021.01,5956
"wessan",NA,"1","Calidris mauri","Western Sandpiper","Bécasseau d'Alaska","Playero Occidental",2021.01,5957
"lobdow",NA,"1","Limnodromus scolopaceus","Long-billed Dowitcher","Bécassin à long bec","Costurero Pico Largo",2021.01,5966
"jacsni",NA,"1","Lymnocryptes minimus","Jack Snipe","Bécassine sourde","Agachadiza Chica",2021.01,5968
"amewoo",NA,"210","Scolopax minor","American Woodcock","Bécasse d'Amérique","Chocha del Este",2021.01,5976
"comsni",NA,"17","Gallinago gallinago","Common Snipe","Bécassine des marais","Agachadiza Común",2021.01,5994
"wilsni1",NA,"37","Gallinago delicata","Wilson's Snipe","Bécassine de Wilson","Agachona Norteamericana",2021.01,5998
"redpha1",NA,"1","Phalaropus fulicarius","Red Phalarope","Phalarope à bec large","Falaropo Pico Grueso",2021.01,6022
"comsan",NA,"1","Actitis hypoleucos","Common Sandpiper","Chevalier guignette","Andarríos Chico",2021.01,6025
"sposan",NA,"20","Actitis macularius","Spotted Sandpiper","Chevalier grivelé","Playero Alzacolita",2021.01,6026
"solsan",NA,"1","Tringa solitaria","Solitary Sandpiper","Chevalier solitaire","Playero Solitario",2021.01,6029
"wantat1",NA,"1","Tringa incana","Wandering Tattler","Chevalier errant","Playero Vagabundo",2021.01,6033
"greyel",NA,"3","Tringa melanoleuca","Greater Yellowlegs","Grand Chevalier","Patamarilla Mayor",2021.01,6036
"willet2","willet1","1","Tringa semipalmata semipalmata","Willet (Eastern)","Chevalier semipalmé (semipalmata)","Playero Pihuiuí (semipalmata)",2021.01,6041
"lesyel",NA,"2","Tringa flavipes","Lesser Yellowlegs","Petit Chevalier","Patamarilla Menor",2021.01,6043
"doveki",NA,"2","Alle alle","Dovekie","Mergule nain","Mérgulo Atlántico",2021.01,6186
"parauk",NA,"1","Aethia psittacula","Parakeet Auklet","Starique perroquet","Alquita Perico",2021.01,6239
"bklkit",NA,"2","Rissa tridactyla","Black-legged Kittiwake","Mouette tridactyle","Gaviota Patas Negras",2021.01,6254
"bongul",NA,"9","Chroicocephalus philadelphia","Bonaparte's Gull","Mouette de Bonaparte","Gaviota de Bonaparte",2021.01,6267
"blbgul1",NA,"1","Chroicocephalus bulleri","Black-billed Gull","Mouette de Buller","Gaviota Maorí",2021.01,6272
"bkhgul",NA,"2","Chroicocephalus ridibundus","Black-headed Gull","Mouette rieuse","Gaviota Encapuchada",2021.01,6285
"grygul",NA,"1","Leucophaeus modestus","Gray Gull","Goéland gris","Gaviota Gris",2021.01,6294
"laugul",NA,"35","Leucophaeus atricilla","Laughing Gull","Mouette atricille","Gaviota Reidora",2021.01,6295
"fragul",NA,"3","Leucophaeus pipixcan","Franklin's Gull","Mouette de Franklin","Gaviota de Franklin",2021.01,6299
"heegul",NA,"1","Larus heermanni","Heermann's Gull","Goéland de Heermann","Gaviota Plomiza",2021.01,6317
"mewgul2",NA,"3","Larus brachyrhynchus","Short-billed Gull","Goéland à bec court","Gaviota Pico Corto",2021.01,6324
"ribgul",NA,"501","Larus delawarensis","Ring-billed Gull","Goéland à bec cerclé","Gaviota Pico Anillado",2021.01,6326
"x00616",NA,"1","Leucophaeus atricilla x Larus delawarensis","Laughing x Ring-billed Gull (hybrid)","Hybride Mouette atricille x Goéland à bec cerclé","Gaviota Reidora x Pico Anillado (híbrido)",2021.01,6328
"wesgul",NA,"42","Larus occidentalis","Western Gull","Goéland d'Audubon","Gaviota Occidental",2021.01,6331
"calgul",NA,"48","Larus californicus","California Gull","Goéland de Californie","Gaviota Californiana",2021.01,6336
"hergul",NA,"597","Larus argentatus","Herring Gull","Goéland argenté","Gaviota Plateada",2021.01,6339
"amhgul1","hergul","40","Larus argentatus smithsonianus","Herring Gull (American)","Goéland argenté (smithsonianus)","Gaviota Plateada (smithsonianus)",2021.01,6340
"y00478",NA,"1","Larus glaucoides","Iceland Gull","Goéland arctique","Gaviota de Groenlandia",2021.01,6359
"thagul","y00478","4","Larus glaucoides thayeri","Iceland Gull (Thayer's)","Goéland arctique (thayeri)","Gaviota de Groenlandia (de Thayer)",2021.01,6360
"icegul1","y00478","1","Larus glaucoides glaucoides","Iceland Gull (glaucoides)","Goéland arctique (glaucoides)","Gaviota de Groenlandia (glaucoides)",2021.01,6363
"icegul","y00478","6","Larus glaucoides glaucoides/kumlieni","Iceland Gull (glaucoides/kumlieni)","Goéland arctique (glaucoides/kumlieni)","Gaviota de Groenlandia (glaucoides/kumlieni)",2021.01,6364
"x00617",NA,"2","Larus argentatus x glaucoides","Herring x Iceland Gull (hybrid)","Hybride Goéland argenté x G. arctique","Gaviota Plateada x de Groenlandia (híbrido)",2021.01,6366
"lbbgul",NA,"2","Larus fuscus","Lesser Black-backed Gull","Goéland brun","Gaviota Sombría",2021.01,6368
"glwgul",NA,"73","Larus glaucescens","Glaucous-winged Gull","Goéland à ailes grises","Gaviota Alas Blancas",2021.01,6382
"x00051",NA,"10","Larus occidentalis x glaucescens","Western x Glaucous-winged Gull (hybrid)","Hybride Goéland d'Audubon x G. à ailes grises","Gaviota Occidental x Alas Blancas (híbrido)",2021.01,6383
"x00050",NA,"2","Larus argentatus x glaucescens","Herring x Glaucous-winged Gull (hybrid)","Hybride Goéland argenté x G. à ailes grises","Gaviota Plateada x Alas Blancas (híbrido)",2021.01,6384
"glagul",NA,"23","Larus hyperboreus","Glaucous Gull","Goéland bourgmestre","Gaviota Blanca",2021.01,6388
"gbbgul",NA,"52","Larus marinus","Great Black-backed Gull","Goéland marin","Gaviota Mayor",2021.01,6397
"larus1",NA,"5","Larus sp.","Larus sp.","Goéland sp. (Larus sp.)","Larus sp.",2021.01,6408
"larus",NA,"56","Larinae sp.","gull sp.","Mouette ou Goéland sp. (Larinae sp.)","Gaviota sp.",2021.01,6409
"leater1",NA,"1","Sternula antillarum","Least Tern","Petite Sterne","Charrán Mínimo",2021.01,6472
"gubter1",NA,"1","Gelochelidon nilotica","Gull-billed Tern","Sterne hansel","Charrán Pico Grueso",2021.01,6493
"comter",NA,"7","Sterna hirundo","Common Tern","Sterne pierregarin","Charrán Común",2021.01,6526
"forter",NA,"8","Sterna forsteri","Forster's Tern","Sterne de Forster","Charrán de Forster",2021.01,6546
"royter1",NA,"1","Thalasseus maximus","Royal Tern","Sterne royale","Charrán Real",2021.01,6555
"santer1",NA,"1","Thalasseus sandvicensis","Sandwich Tern","Sterne caugek","Charrán de Sandwich",2021.01,6561
"tern1",NA,"1","Sterninae sp.","tern sp.","Sterne sp.","Charrán sp.",2021.01,6579
"retloo",NA,"1","Gavia stellata","Red-throated Loon","Plongeon catmarin","Colimbo Menor",2021.01,6610
"comloo",NA,"69","Gavia immer","Common Loon","Plongeon huard","Colimbo Común",2021.01,6616
"loon",NA,"1","Gavia sp.","loon sp.","Gavia sp.","Colimbo sp.",2021.01,6619
"woosto",NA,"63","Mycteria americana","Wood Stork","Tantale d'Amérique","Cigüeña Americana",2021.01,6963
"magfri",NA,"1","Fregata magnificens","Magnificent Frigatebird","Frégate superbe","Fragata Tijereta",2021.01,6976
"norgan",NA,"1","Morus bassanus","Northern Gannet","Fou de Bassan","Bobo Norteño",2021.01,7011
"anhing",NA,"58","Anhinga anhinga","Anhinga","Anhinga d'Amérique","Anhinga Americana",2021.01,7015
"doccor",NA,"142","Nannopterum auritum","Double-crested Cormorant","Cormoran à aigrettes","Cormorán Orejón",2021.01,7071
"neocor",NA,"8","Nannopterum brasilianum","Neotropic Cormorant","Cormoran vigua","Cormorán Neotropical",2021.01,7077
"cormor1",NA,"1","Phalacrocoracidae sp.","cormorant sp.","Phalacrocorax sp.","Cormorán sp.",2021.01,7103
"amwpel",NA,"23","Pelecanus erythrorhynchos","American White Pelican","Pélican d'Amérique","Pelícano Blanco Americano",2021.01,7104
"brnpel",NA,"26","Pelecanus occidentalis","Brown Pelican","Pélican brun","Pelícano Café",2021.01,7105
"grwpel1",NA,"2","Pelecanus onocrotalus","Great White Pelican","Pélican blanc","Pelícano Común",2021.01,7113
"amebit",NA,"3","Botaurus lentiginosus","American Bittern","Butor d'Amérique","Avetoro Norteño",2021.01,7127
"leabit",NA,"1","Ixobrychus exilis","Least Bittern","Petit Blongios","Avetoro Menor",2021.01,7149
"grbher3",NA,"1075","Ardea herodias","Great Blue Heron","Grand Héron","Garza Morena",2021.01,7168
"grbher","grbher3","541","Ardea herodias [herodias Group]","Great Blue Heron (Great Blue)","Grand Héron (groupe herodias)","Garza Morena (grupo herodias)",2021.01,7169
"grwher","grbher3","26","Ardea herodias occidentalis","Great Blue Heron (Great White)","Grand Héron (occidentalis)","Garza Morena (occidentalis)",2021.01,7174
"wurher","grbher3","6","Ardea herodias wardi x occidentalis","Great Blue Heron (Wurdemann's)","Grand Héron (forme de Wurdemann)","Garza Morena (de Wurdemann)",2021.01,7175
"graher1",NA,"1","Ardea cinerea","Gray Heron","Héron cendré","Garza Real",2021.01,7176
"greegr",NA,"249","Ardea alba","Great Egret","Grande Aigrette","Garza Blanca",2021.01,7200
"greegr2","greegr","36","Ardea alba egretta","Great Egret (American)","Grande Aigrette (egretta)","Garza Blanca (egretta)",2021.01,7203
"litegr",NA,"4","Egretta garzetta","Little Egret","Aigrette garzette","Garceta Común",2021.01,7217
"snoegr",NA,"107","Egretta thula","Snowy Egret","Aigrette neigeuse","Garza Dedos Dorados",2021.01,7229
"libher",NA,"98","Egretta caerulea","Little Blue Heron","Aigrette bleue","Garza Azul",2021.01,7233
"x00615",NA,"2","Egretta thula x caerulea","Snowy Egret x Little Blue Heron (hybrid)","Hybride Aigrette neigeuse x A. bleue","Garza Dedos Dorados x Azul (híbrido)",2021.01,7234
"triher",NA,"38","Egretta tricolor","Tricolored Heron","Aigrette tricolore","Garza Tricolor",2021.01,7235
"redegr",NA,"1","Egretta rufescens","Reddish Egret","Aigrette roussâtre","Garza Rojiza",2021.01,7240
"categr",NA,"89","Bubulcus ibis","Cattle Egret","Héron garde-boeufs","Garza Ganadera",2021.01,7247
"whiegr1",NA,"4","Ardea/Egretta/Bubulcus sp.","white egret sp.","Aigrette sp.","Garza blanca sp.",2021.01,7251
"grnher",NA,"76","Butorides virescens","Green Heron","Héron vert","Garcita Verde",2021.01,7261
"grnher1","grnher","1","Butorides virescens virescens/bahamensis","Green Heron (virescens/bahamensis)","Héron vert (virescens/bahamensis)","Garcita Verde (virescens/bahamensis)",2021.01,7262
"bcnher",NA,"25","Nycticorax nycticorax","Black-crowned Night-Heron","Bihoreau gris","Garza Nocturna Corona Negra",2021.01,7305
"bkcnih2","bcnher","1","Nycticorax nycticorax hoactli","Black-crowned Night-Heron (American)","Bihoreau gris (hoactli)","Garza Nocturna Corona Negra (hoactli)",2021.01,7307
"ycnher",NA,"18","Nyctanassa violacea","Yellow-crowned Night-Heron","Bihoreau violacé","Garza Nocturna Corona Clara",2021.01,7318
"y00610",NA,"1","Nycticorax nycticorax/Nyctanassa violacea","Black-crowned/Yellow-crowned Night-Heron","Bihoreau gris ou B. violacé","Garza Nocturna Corona Negra/Corona Clara",2021.01,7327
"heron1",NA,"1","Ardeidae sp.","heron sp.","Héron ou Aigrette sp.","Garza sp.",2021.01,7342
"whiibi",NA,"221","Eudocimus albus","White Ibis","Ibis blanc","Ibis Blanco",2021.01,7343
"gloibi",NA,"24","Plegadis falcinellus","Glossy Ibis","Ibis falcinelle","Ibis Cara Oscura",2021.01,7346
"whfibi",NA,"2","Plegadis chihi","White-faced Ibis","Ibis à face blanche","Ibis Ojos Rojos",2021.01,7347
"rosspo1",NA,"10","Platalea ajaja","Roseate Spoonbill","Spatule rosée","Espátula Rosada",2021.01,7407
"blkvul",NA,"698","Coragyps atratus","Black Vulture","Urubu noir","Zopilote Común",2021.01,7412
"turvul",NA,"2508","Cathartes aura","Turkey Vulture","Urubu à tête rouge","Zopilote Aura",2021.01,7416
"turvul2","turvul","26","Cathartes aura aura/septentrionalis","Turkey Vulture (Northern)","Urubu à tête rouge (aura/septentrionalis)","Zopilote Aura (aura/septentrionalis)",2021.01,7417
"vultur1",NA,"55","Cathartidae sp.","new world vulture sp.","Urubu sp.","Cathartidae sp.",2021.01,7427
"osprey",NA,"221","Pandion haliaetus","Osprey","Balbuzard pêcheur","Águila Pescadora",2021.01,7429
"osprey1","osprey","5","Pandion haliaetus carolinensis","Osprey (carolinensis)","Balbuzard pêcheur (carolinensis)","Águila Pescadora (carolinensis)",2021.01,7431
"bkskit1",NA,"1","Elanus caeruleus","Black-winged Kite","Élanion blanc","Elanio Común",2021.01,7438
"whtkit",NA,"50","Elanus leucurus","White-tailed Kite","Élanion à queue blanche","Milano Cola Blanca",2021.01,7445
"hobkit",NA,"1","Chondrohierax uncinatus","Hook-billed Kite","Bec-en-croc de Temminck","Gavilán Pico de Gancho",2021.01,7463
"swtkit",NA,"33","Elanoides forficatus","Swallow-tailed Kite","Naucler à queue fourchue","Milano Tijereta",2021.01,7486
"blheag1",NA,"1","Spizaetus tyrannus","Black Hawk-Eagle","Aigle tyran","Águila Tirana",2021.01,7627
"goleag",NA,"130","Aquila chrysaetos","Golden Eagle","Aigle royal","Águila Real",2021.01,7662
"miskit",NA,"7","Ictinia mississippiensis","Mississippi Kite","Milan du Mississippi","Milano de Mississippi",2021.01,7709
"wemhar1",NA,"1","Circus aeruginosus","Eurasian Marsh-Harrier","Busard des roseaux","Aguilucho Lagunero Occidental",2021.01,7716
"swahar1",NA,"1","Circus approximans","Swamp Harrier","Busard de Gould","Aguilucho Lagunero del Pacífico",2021.01,7724
"norhar2",NA,"1587","Circus hudsonius","Northern Harrier","Busard des marais","Gavilán Rastrero",2021.01,7732
"norhar",NA,"33","Circus cyaneus/hudsonius","Hen/Northern Harrier","Busard Saint-Martin d'Eurasie ou B. des marais","Gavilán Pecho Gris/Rastrero",2021.01,7733
"shshaw",NA,"22983","Accipiter striatus","Sharp-shinned Hawk","Épervier brun","Gavilán Pecho Canela",2021.01,7896
"shshaw2","shshaw","3","Accipiter striatus [velox Group]","Sharp-shinned Hawk (Northern)","Épervier brun (groupe velox)","Gavilán Pecho Canela (grupo velox)",2021.01,7901
"coohaw",NA,"23781","Accipiter cooperii","Cooper's Hawk","Épervier de Cooper","Gavilán de Cooper",2021.01,7909
"y00612",NA,"8","Accipiter striatus/cooperii","Sharp-shinned/Cooper's Hawk","Épervier brun ou É. de Cooper","Gavilán Pecho Canela/de Cooper",2021.01,7910
"norgos",NA,"1293","Accipiter gentilis","Northern Goshawk","Autour des palombes","Gavilán Azor",2021.01,7926
"norgos2","norgos","3","Accipiter gentilis atricapillus/laingi","Northern Goshawk (American)","Autour des palombes (atricapillus/laingi)","Gavilán Azor (atricapillus/laingi)",2021.01,7934
"y00666",NA,"3","Accipiter cooperii/gentilis","Cooper's Hawk/Northern Goshawk","Épervier de Cooper ou Autour des palombes","Gavilán de Cooper/Azor",2021.01,7938
"accipi",NA,"666","Accipiter sp.","Accipiter sp.","Accipiter sp.","Accipiter sp.",2021.01,7940
"baleag",NA,"1561","Haliaeetus leucocephalus","Bald Eagle","Pygargue à tête blanche","Águila Cabeza Blanca",2021.01,7967
"whteag",NA,"1","Haliaeetus albicilla","White-tailed Eagle","Pygargue à queue blanche","Pigargo Europeo",2021.01,7971
"crahaw",NA,"1","Geranospiza caerulescens","Crane Hawk","Buse échasse","Gavilán Zancón",2021.01,7984
"comblh1",NA,"4","Buteogallus anthracinus","Common Black Hawk","Buse noire","Aguililla Negra Menor",2021.01,7995
"hrshaw",NA,"79","Parabuteo unicinctus","Harris's Hawk","Buse de Harris","Aguililla Rojinegra",2021.01,8032
"whthaw",NA,"1","Geranoaetus albicaudatus","White-tailed Hawk","Buse à queue blanche","Aguililla Cola Blanca",2021.01,8036
"gryhaw2",NA,"10","Buteo plagiatus","Gray Hawk","Buse grise","Aguililla Gris",2021.01,8060
"reshaw",NA,"4718","Buteo lineatus","Red-shouldered Hawk","Buse à épaulettes","Aguililla Pecho Rojo",2021.01,8066
"reshaw5","reshaw","262","Buteo lineatus [lineatus Group]","Red-shouldered Hawk (lineatus Group)","Buse à épaulettes (groupe lineatus)","Aguililla Pecho Rojo (grupo lineatus)",2021.01,8067
"reshaw2","reshaw","20","Buteo lineatus extimus","Red-shouldered Hawk (extimus)","Buse à épaulettes (extimus)","Aguililla Pecho Rojo (extimus)",2021.01,8071
"reshaw4","reshaw","51","Buteo lineatus elegans","Red-shouldered Hawk (elegans)","Buse à épaulettes (elegans)","Aguililla Pecho Rojo (elegans)",2021.01,8072
"brwhaw",NA,"400","Buteo platypterus","Broad-winged Hawk","Petite Buse","Aguililla Alas Anchas",2021.01,8075
"brwhaw1","brwhaw","3","Buteo platypterus platypterus","Broad-winged Hawk (Northern)","Petite Buse (platypterus)","Aguililla Alas Anchas (platypterus)",2021.01,8076
"shthaw",NA,"12","Buteo brachyurus","Short-tailed Hawk","Buse à queue courte","Aguililla Cola Corta",2021.01,8086
"swahaw",NA,"70","Buteo swainsoni","Swainson's Hawk","Buse de Swainson","Aguililla de Swainson",2021.01,8090
"zothaw",NA,"5","Buteo albonotatus","Zone-tailed Hawk","Buse à queue barrée","Aguililla Aura",2021.01,8092
"rethaw",NA,"12237","Buteo jamaicensis","Red-tailed Hawk","Buse à queue rousse","Aguililla Cola Roja",2021.01,8094
"wrthaw1","rethaw","113","Buteo jamaicensis calurus/alascensis","Red-tailed Hawk (calurus/alascensis)","Buse à queue rousse (calurus/alascensis)","Aguililla Cola Roja (calurus/alascensis)",2021.01,8095
"erthaw1","rethaw","281","Buteo jamaicensis borealis","Red-tailed Hawk (borealis)","Buse à queue rousse (borealis)","Aguililla Cola Roja (borealis)",2021.01,8098
"rethaw4","rethaw","16","Buteo jamaicensis abieticola","Red-tailed Hawk (abieticola)","Buse à queue rousse (abieticola)","Aguililla Cola Roja (abieticola)",2021.01,8099
"hrthaw1","rethaw","2","Buteo jamaicensis harlani","Red-tailed Hawk (Harlan's)","Buse à queue rousse (harlani)","Aguililla Cola Roja (harlani)",2021.01,8101
"krthaw1","rethaw","5","Buteo jamaicensis kriderii","Red-tailed Hawk (Krider's)","Buse à queue rousse (kriderii)","Aguililla Cola Roja (kriderii)",2021.01,8102
"rethaw2","rethaw","3","Buteo jamaicensis jamaicensis","Red-tailed Hawk (jamaicensis)","Buse à queue rousse (jamaicensis)","Aguililla Cola Roja (jamaicensis)",2021.01,8111
"rethaw3","rethaw","1","Buteo jamaicensis solitudinis","Red-tailed Hawk (solitudinis)","Buse à queue rousse (solitudinis)","Aguililla Cola Roja (solitudinis)",2021.01,8112
"rolhaw",NA,"302","Buteo lagopus","Rough-legged Hawk","Buse pattue","Aguililla Ártica",2021.01,8114
"ferhaw",NA,"49","Buteo regalis","Ferruginous Hawk","Buse rouilleuse","Aguililla Real",2021.01,8121
"combuz1",NA,"12","Buteo buteo","Common Buzzard","Buse variable","Busardo Ratonero",2021.01,8123
"buteo",NA,"7","Buteo sp.","Buteo sp.","Buteo sp.","Buteo sp.",2021.01,8157
"y00221",NA,"1","Buteo/eagle sp.","Buteo/eagle sp.","Buse ou Aigle sp.","Aguililla/Águila sp.",2021.01,8159
"hawk",NA,"278","Accipitridae sp. (hawk sp.)","hawk sp.","Rapace sp.","Accipitridae sp. (tipo aguililla)",2021.01,8160
"eagle1",NA,"6","Accipitridae sp. (eagle sp.)","eagle sp.","Aigle ou Pygargue sp.","Accipitridae sp. (tipo águila)",2021.01,8161
"brnowl",NA,"93","Tyto alba","Barn Owl","Effraie des clochers","Lechuza de Campanario",2021.01,8193
"wesowl1",NA,"83","Megascops kennicottii","Western Screech-Owl","Petit-duc des montagnes","Tecolote del Oeste",2021.01,8430
"easowl1",NA,"535","Megascops asio","Eastern Screech-Owl","Petit-duc maculé","Tecolote del Este",2021.01,8440
"eassco1","easowl1","6","Megascops asio [asio Group]","Eastern Screech-Owl (Northern)","Petit-duc maculé (groupe asio)","Tecolote del Este (grupo asio)",2021.01,8441
"screec1",NA,"14","Megascops sp.","screech-owl sp.","Megascops sp.","Megascops/Psiloscops sp.",2021.01,8457
"grhowl",NA,"1252","Bubo virginianus","Great Horned Owl","Grand-duc d'Amérique","Búho Cornudo",2021.01,8481
"grhowl1","grhowl","12","Bubo virginianus [virginianus Group]","Great Horned Owl (Great Horned)","Grand-duc d'Amérique (groupe virginianus)","Búho Cornudo (grupo virginianus)",2021.01,8482
"snoowl1",NA,"83","Bubo scandiacus","Snowy Owl","Harfang des neiges","Búho Nival",2021.01,8542
"nohowl",NA,"38","Surnia ulula","Northern Hawk Owl","Épervière boréale","Lechuza Gavilana",2021.01,8565
"nopowl",NA,"282","Glaucidium gnoma","Northern Pygmy-Owl","Chevêchette naine","Tecolote Serrano",2021.01,8576
"moupyo1","nopowl","3","Glaucidium gnoma gnoma","Northern Pygmy-Owl (Mountain)","Chevêchette naine (gnoma)","Tecolote Serrano (gnoma)",2021.01,8577
"norpyo1","nopowl","3","Glaucidium gnoma [californicum Group]","Northern Pygmy-Owl (Pacific)","Chevêchette naine (groupe californicum)","Tecolote Serrano (grupo californicum)",2021.01,8578
"norpyo2","nopowl","4","Glaucidium gnoma pinicola","Northern Pygmy-Owl (Rocky Mts.)","Chevêchette naine (pinicola)","Tecolote Serrano (pinicola)",2021.01,8582
"fepowl",NA,"1","Glaucidium brasilianum","Ferruginous Pygmy-Owl","Chevêchette brune","Tecolote Bajeño",2021.01,8602
"burowl",NA,"3","Athene cunicularia","Burrowing Owl","Chevêche des terriers","Tecolote Llanero",2021.01,8688
"motowl",NA,"1","Ciccaba virgata","Mottled Owl","Chouette mouchetée","Búho Café",2021.01,8712
"spoowl",NA,"1","Strix occidentalis","Spotted Owl","Chouette tachetée","Búho Moteado",2021.01,8769
"brdowl",NA,"1469","Strix varia","Barred Owl","Chouette rayée","Búho Barrado Norteño",2021.01,8773
"x00439",NA,"4","Strix occidentalis x varia","Spotted x Barred Owl (hybrid)","Hybride Chouette tachetée x C. rayée","Búho Moteado x Barrado Americano (híbrido)",2021.01,8777
"grgowl",NA,"79","Strix nebulosa","Great Gray Owl","Chouette lapone","Cárabo Lapón",2021.01,8796
"loeowl",NA,"31","Asio otus","Long-eared Owl","Hibou moyen-duc","Búho Cara Canela",2021.01,8806
"sheowl",NA,"22","Asio flammeus","Short-eared Owl","Hibou des marais","Búho Sabanero",2021.01,8829
"borowl",NA,"31","Aegolius funereus","Boreal Owl","Nyctale de Tengmalm","Mochuelo Boreal",2021.01,8849
"nswowl",NA,"148","Aegolius acadicus","Northern Saw-whet Owl","Petite Nyctale","Tecolote Oyamelero Norteño",2021.01,8857
